,id,score
2226,585,133.62
2225,4759,133.62999999999997
2224,704,133.62999999999997
2223,9234,133.62999999999997
2222,9008,133.66
2221,7817,133.7
2220,2863,133.71999999999997
2219,7643,133.74999999999997
2218,2655,133.79999999999998
2217,413,133.8
2216,3460,133.85999999999999
2215,718,133.86999999999998
2214,7314,133.92
2213,4702,133.92999999999998
2212,5327,133.94
2211,6357,133.94999999999996
2210,3944,133.95
2209,7223,133.98999999999998
2208,5114,134.0
2207,4956,134.04999999999998
2206,3013,134.04999999999998
2205,8830,134.07
2204,622,134.07999999999998
2203,5082,134.16
2202,6808,134.16
2201,5885,134.17
2200,2016,134.17999999999998
2199,59,134.2
2198,8529,134.20999999999998
2197,4517,134.21
2196,7887,134.22999999999996
2195,5951,134.26
2194,4754,134.26999999999998
2193,1105,134.30999999999997
2192,8016,134.32
2191,8334,134.32
2190,7480,134.32999999999998
2189,9516,134.35999999999999
2188,5503,134.37
2187,7600,134.39
2186,3383,134.39
2185,490,134.39
2184,5696,134.39999999999998
2183,9512,134.4
2182,4141,134.41
2181,7439,134.42
2180,3800,134.42
2179,2034,134.42
2178,6542,134.43999999999997
2177,5666,134.44
2176,8368,134.46
2175,3758,134.48
2174,9752,134.51
2173,363,134.54999999999998
2172,6307,134.62999999999997
2171,6024,134.62999999999997
2170,5446,134.62999999999997
2169,7298,134.64999999999998
2168,1507,134.64999999999998
2167,6146,134.67
2166,9984,134.7
2165,9811,134.70999999999998
2164,4616,134.73
2163,2422,134.73999999999998
2162,9093,134.76
2161,1860,134.77
2160,6940,134.82999999999998
2159,8716,134.85999999999999
2158,6665,134.86999999999998
2157,6162,134.9
2156,1640,134.90999999999997
2155,8767,134.94
2154,5361,135.0
2153,8554,135.00999999999996
2152,6091,135.01
2151,9244,135.02999999999997
2150,9241,135.05999999999997
2149,5508,135.07
2148,8664,135.07999999999998
2147,6352,135.07999999999998
2146,9788,135.10999999999999
2145,155,135.12
2144,9405,135.12999999999997
2143,5908,135.14
2142,3151,135.14
2141,2479,135.14999999999998
2140,9090,135.15999999999997
2139,4838,135.17
2138,851,135.17
2137,7461,135.17999999999998
2136,6283,135.21999999999997
2135,2441,135.23999999999998
2134,2010,135.29999999999998
2133,2114,135.3
2132,1474,135.32
2131,5232,135.35999999999999
2130,2222,135.38
2129,8931,135.47999999999996
2128,3629,135.48
2127,5260,135.48999999999998
2126,827,135.5
2125,6958,135.51999999999998
2124,9428,135.52
2123,2387,135.52999999999997
2122,8921,135.52999999999997
2121,6203,135.54
2120,4086,135.56
2119,4832,135.57999999999998
2118,1099,135.57999999999998
2117,1681,135.6
2116,521,135.6
2115,4390,135.64
2114,3090,135.66999999999996
2113,2497,135.76
2112,9206,135.79
2111,8606,135.82999999999998
2110,2123,135.85
2109,4280,135.86999999999998
2108,2911,135.86999999999998
2107,4302,135.89
2106,7123,135.89
2105,2859,135.89
2104,5318,135.92
2103,7651,135.94
2102,9213,135.94
2101,1203,135.98
2100,9486,135.98
2099,5051,136.11999999999998
2098,8775,136.11999999999998
2097,7083,136.12
2096,7044,136.14999999999998
2095,2623,136.18999999999997
2094,5401,136.22
2093,4224,136.25
2092,7196,136.26
2091,4153,136.27
2090,9066,136.29
2089,9224,136.29
2088,5214,136.29999999999998
2087,6904,136.32999999999998
2086,9906,136.32999999999998
2085,6903,136.33999999999997
2084,3240,136.35999999999999
2083,3973,136.37999999999997
2082,5682,136.38
2081,5600,136.38999999999996
2080,6840,136.42
2079,9247,136.42
2078,9998,136.5
2077,8624,136.51999999999998
2076,1389,136.55999999999997
2075,9559,136.56999999999996
2074,4746,136.57999999999996
2073,5900,136.58999999999997
2072,9908,136.60999999999999
2071,8487,136.61
2070,842,136.61999999999998
2069,6265,136.61999999999998
2068,5277,136.64999999999998
2067,1283,136.64999999999998
2066,3907,136.64999999999998
2065,4765,136.65
2064,9020,136.67
2063,5765,136.67
2062,5863,136.69
2061,7197,136.74999999999997
2060,1630,136.75
2059,6524,136.81999999999996
2058,2492,136.81999999999996
2057,256,136.82
2056,9636,136.82999999999998
2055,2336,136.84
2054,8030,136.85
2053,8719,136.85999999999999
2052,7260,136.92
2051,2372,136.92999999999998
2050,7683,136.94
2049,3697,137.01
2048,1082,137.01
2047,2852,137.07
2046,7582,137.08
2045,7482,137.14
2044,8932,137.14
2043,6425,137.15
2042,7588,137.15999999999997
2041,5930,137.16
2040,2960,137.17
2039,5377,137.20999999999998
2038,7221,137.23
2037,6979,137.28999999999996
2036,5834,137.29999999999998
2035,6955,137.33
2034,8707,137.35
2033,2954,137.35999999999999
2032,5680,137.37
2031,3966,137.37
2030,7071,137.38999999999996
2029,8561,137.39
2028,9820,137.45999999999998
2027,6668,137.45999999999998
2026,5154,137.47999999999996
2025,9994,137.48999999999998
2024,8969,137.49999999999997
2023,8316,137.53
2022,7515,137.53
2021,6155,137.53
2020,9797,137.53999999999996
2019,5533,137.57999999999998
2018,404,137.58999999999997
2017,6894,137.63999999999996
2016,2350,137.64
2015,91,137.65
2014,8643,137.7
2013,1796,137.72
2012,7999,137.72
2011,1990,137.75999999999996
2010,7301,137.75999999999996
2009,8434,137.75999999999996
2008,769,137.80999999999997
2007,2833,137.82999999999998
2006,8387,137.82999999999998
2005,665,137.82999999999998
2004,9080,137.83999999999997
2003,2179,137.85999999999999
2002,3052,137.86
2001,9507,137.89000000000001
2000,9669,137.9
1999,8789,137.90999999999997
1998,5836,137.91
1997,4595,137.92
1996,9725,137.95
1995,8416,137.96999999999997
1994,6822,138.01
1993,3900,138.04999999999998
1992,4868,138.16
1991,514,138.16
1990,4719,138.17999999999998
1989,6152,138.18
1988,962,138.19
1987,8148,138.2
1986,8321,138.2
1985,1398,138.20999999999998
1984,4401,138.21999999999997
1983,7722,138.23
1982,4898,138.26
1981,4928,138.26
1980,4526,138.28
1979,3363,138.29
1978,1598,138.31999999999996
1977,3803,138.33999999999997
1976,5858,138.34
1975,1055,138.36999999999998
1974,348,138.37999999999997
1973,6937,138.39
1972,9544,138.39
1971,3253,138.39
1970,9053,138.39999999999998
1969,5474,138.41
1968,1789,138.41
1967,9883,138.42
1966,1985,138.51
1965,8887,138.55999999999997
1964,5538,138.56999999999996
1963,6074,138.62999999999997
1962,2743,138.63
1961,9419,138.64
1960,6494,138.65
1959,9324,138.65999999999997
1958,1857,138.69999999999996
1957,7432,138.69999999999996
1956,1529,138.72
1955,7751,138.72
1954,4922,138.73999999999998
1953,1971,138.75
1952,6812,138.76
1951,4531,138.76000000000002
1950,7553,138.76999999999998
1949,5006,138.78
1948,1311,138.79
1947,5986,138.79999999999998
1946,4775,138.82000000000005
1945,7340,138.83
1944,172,138.85
1943,7917,138.85999999999999
1942,960,138.88999999999996
1941,4259,138.89
1940,6047,138.90999999999997
1939,5889,138.91
1938,4641,138.94
1937,7994,139.01
1936,1773,139.01000000000002
1935,2726,139.03999999999996
1934,6544,139.06000000000003
1933,679,139.07
1932,4457,139.08
1931,8374,139.09999999999997
1930,8360,139.10999999999999
1929,8955,139.15999999999997
1928,2380,139.15999999999997
1927,9488,139.19000000000003
1926,4074,139.23999999999998
1925,6151,139.23999999999998
1924,2304,139.25999999999996
1923,1596,139.29
1922,6564,139.29
1921,912,139.29
1920,2475,139.34
1919,9615,139.34999999999997
1918,9526,139.35000000000002
1917,8836,139.35000000000002
1916,9650,139.36
1915,67,139.41
1914,4420,139.42000000000002
1913,2429,139.42000000000002
1912,5166,139.44999999999996
1911,7856,139.45
1910,6072,139.45
1909,6565,139.48
1908,2214,139.49999999999997
1907,9214,139.51000000000002
1906,2360,139.51999999999998
1905,8184,139.54000000000002
1904,8704,139.56
1903,1637,139.57
1902,7935,139.58
1901,5736,139.64
1900,9865,139.64000000000001
1899,8535,139.64999999999998
1898,1720,139.67000000000002
1897,3280,139.68
1896,3073,139.70000000000002
1895,9783,139.70999999999998
1894,7910,139.73
1893,9046,139.74999999999997
1892,6693,139.77999999999997
1891,7692,139.79999999999998
1890,7568,139.81
1889,3650,139.82000000000002
1888,5871,139.82000000000002
1887,7933,139.85999999999999
1886,2344,139.89999999999998
1885,5528,139.91
1884,5919,139.91000000000003
1883,8467,139.93
1882,8082,139.94000000000003
1881,4057,139.95
1880,9170,139.96
1879,7056,139.97
1878,2117,139.98
1877,1750,139.98
1876,1982,139.98000000000002
1875,573,140.00000000000003
1874,2533,140.01999999999998
1873,5924,140.02
1872,6775,140.06
1871,7354,140.15000000000003
1870,2622,140.17
1869,3505,140.17000000000004
1868,6442,140.17999999999998
1867,8365,140.18
1866,8186,140.20000000000005
1865,6895,140.20999999999998
1864,8290,140.21
1863,9509,140.26000000000002
1862,6952,140.29000000000002
1861,4105,140.29000000000002
1860,6648,140.31
1859,1100,140.31000000000003
1858,5691,140.32
1857,6735,140.32
1856,8989,140.35000000000002
1855,2164,140.35000000000002
1854,7731,140.36999999999998
1853,561,140.37
1852,8354,140.37
1851,1849,140.38
1850,9715,140.38
1849,1914,140.43999999999997
1848,7853,140.45999999999998
1847,1447,140.46999999999997
1846,2346,140.48
1845,4140,140.55999999999997
1844,7984,140.61
1843,9443,140.64000000000001
1842,1820,140.65000000000003
1841,5478,140.66
1840,4997,140.69
1839,7270,140.7
1838,9683,140.72000000000003
1837,6100,140.73000000000002
1836,9584,140.75
1835,8766,140.77
1834,7686,140.80000000000004
1833,5866,140.82
1832,4750,140.82000000000002
1831,8516,140.82999999999998
1830,9292,140.83
1829,4885,140.85999999999999
1828,2161,140.88
1827,8631,140.89999999999998
1826,391,140.92
1825,8203,140.96
1824,71,140.98999999999998
1823,7520,140.98999999999998
1822,4642,141.01
1821,5625,141.03
1820,4363,141.04000000000002
1819,8948,141.04000000000005
1818,8448,141.05999999999997
1817,8053,141.11
1816,6240,141.11
1815,9230,141.14999999999998
1814,9177,141.15
1813,533,141.17000000000004
1812,5464,141.19
1811,6263,141.19
1810,5197,141.2
1809,474,141.20000000000002
1808,6946,141.21
1807,6302,141.21
1806,8701,141.21
1805,5530,141.23
1804,1274,141.26
1803,1907,141.27
1802,4724,141.29999999999998
1801,7646,141.30000000000004
1800,4554,141.31
1799,6984,141.35000000000002
1798,6631,141.35999999999999
1797,491,141.35999999999999
1796,2658,141.35999999999999
1795,6855,141.35999999999999
1794,2887,141.38
1793,5633,141.38000000000002
1792,8939,141.39999999999998
1791,7843,141.42000000000002
1790,1386,141.44
1789,9621,141.46
1788,4666,141.46999999999997
1787,9147,141.48
1786,7528,141.49
1785,4738,141.49
1784,4093,141.5
1783,7272,141.5
1782,1111,141.56
1781,3620,141.58
1780,6436,141.59
1779,8747,141.59
1778,8317,141.60000000000002
1777,6760,141.63
1776,9971,141.65
1775,4255,141.65
1774,8017,141.66000000000003
1773,8715,141.67999999999998
1772,1955,141.67999999999998
1771,1357,141.69
1770,6320,141.69
1769,9433,141.7
1768,9282,141.7
1767,4887,141.71
1766,3431,141.71
1765,8997,141.71
1764,7593,141.71
1763,8345,141.72
1762,2135,141.75000000000003
1761,3395,141.76
1760,4930,141.78
1759,7674,141.79
1758,4970,141.81000000000003
1757,6800,141.82
1756,7456,141.82
1755,4160,141.82000000000002
1754,6752,141.85000000000002
1753,3916,141.85000000000002
1752,8100,141.87
1751,3262,141.87999999999997
1750,5456,141.92
1749,3827,141.95000000000002
1748,1420,142.05
1747,4073,142.05
1746,400,142.05
1745,4884,142.07999999999998
1744,7530,142.09
1743,3362,142.11
1742,2449,142.14000000000004
1741,4061,142.19
1740,1671,142.2
1739,729,142.2
1738,6509,142.21
1737,7332,142.23
1736,4214,142.23000000000002
1735,2318,142.26
1734,103,142.28
1733,3887,142.28000000000003
1732,6243,142.35999999999999
1731,3622,142.39
1730,6978,142.39000000000001
1729,2454,142.39999999999998
1728,8342,142.40000000000003
1727,8390,142.40999999999997
1726,879,142.42
1725,5498,142.43000000000004
1724,682,142.46000000000004
1723,872,142.49000000000004
1722,4037,142.54000000000002
1721,4398,142.54000000000002
1720,9600,142.55999999999997
1719,1139,142.57999999999998
1718,5716,142.59999999999997
1717,3995,142.61
1716,8164,142.61
1715,2199,142.61
1714,4022,142.63000000000002
1713,9431,142.73
1712,7380,142.74
1711,2645,142.75
1710,4035,142.76
1709,986,142.76
1708,8912,142.77
1707,7851,142.8
1706,8085,142.80000000000004
1705,9149,142.82000000000002
1704,3725,142.9
1703,6286,142.92000000000004
1702,6107,142.93
1701,8190,142.99000000000004
1700,7697,143.0
1699,9279,143.01
1698,1018,143.02
1697,8726,143.02000000000004
1696,5444,143.04
1695,7065,143.04
1694,8061,143.07000000000002
1693,4745,143.07999999999998
1692,7915,143.07999999999998
1691,9301,143.09000000000003
1690,4776,143.11
1689,7720,143.13000000000002
1688,5339,143.14000000000001
1687,3949,143.20000000000002
1686,6893,143.21000000000004
1685,6974,143.27000000000004
1684,9081,143.35000000000002
1683,2766,143.36
1682,7951,143.41
1681,6989,143.41000000000003
1680,7031,143.42
1679,9493,143.46
1678,279,143.46
1677,7516,143.48000000000002
1676,2748,143.5
1675,2225,143.50000000000003
1674,1746,143.54
1673,9995,143.54
1672,8986,143.54
1671,866,143.54999999999998
1670,7509,143.55000000000004
1669,2085,143.55000000000004
1668,2626,143.56
1667,4350,143.58
1666,8684,143.58999999999997
1665,714,143.61
1664,2496,143.61
1663,5693,143.62000000000003
1662,7986,143.63000000000002
1661,8571,143.66
1660,3201,143.67
1659,3078,143.67
1658,333,143.67
1657,1346,143.69000000000003
1656,4371,143.72
1655,3797,143.73000000000005
1654,7689,143.78
1653,2745,143.83
1652,1364,143.91000000000003
1651,9714,143.93
1650,5267,143.95000000000002
1649,8254,143.96000000000004
1648,9561,143.97000000000003
1647,992,144.0
1646,2390,144.0
1645,480,144.01999999999998
1644,3870,144.02
1643,7979,144.03000000000003
1642,5512,144.08
1641,4228,144.09
1640,6809,144.12000000000003
1639,4706,144.16
1638,6221,144.17000000000002
1637,2182,144.17000000000002
1636,4245,144.18000000000004
1635,6040,144.20000000000002
1634,642,144.25000000000003
1633,3016,144.31000000000003
1632,8745,144.40000000000003
1631,4290,144.41000000000003
1630,5879,144.42
1629,1632,144.43
1628,6031,144.45000000000002
1627,1220,144.46
1626,1204,144.47000000000003
1625,9560,144.48000000000002
1624,2697,144.48999999999998
1623,9651,144.51
1622,9818,144.55000000000004
1621,3178,144.56
1620,5183,144.58000000000004
1619,8123,144.59
1618,9397,144.61
1617,2101,144.61
1616,1020,144.61999999999998
1615,6219,144.63
1614,2121,144.68
1613,885,144.71
1612,6319,144.71000000000004
1611,7334,144.74
1610,6270,144.75000000000003
1609,436,144.78999999999996
1608,1265,144.79
1607,537,144.81000000000003
1606,2509,144.87
1605,6589,144.95
1604,4056,144.99999999999997
1603,1446,145.03000000000003
1602,5276,145.07000000000002
1601,3298,145.08
1600,1197,145.08999999999997
1599,4872,145.09
1598,9648,145.1
1597,456,145.11999999999998
1596,7664,145.16
1595,2747,145.19000000000003
1594,4347,145.25000000000006
1593,2295,145.27
1592,7725,145.29
1591,6963,145.3
1590,4300,145.31000000000003
1589,8546,145.33000000000004
1588,3691,145.37
1587,5281,145.37000000000003
1586,1629,145.4
1585,1590,145.4
1584,7875,145.41
1583,5347,145.41
1582,8797,145.44
1581,2253,145.47000000000003
1580,2162,145.48999999999998
1579,719,145.50000000000003
1578,7778,145.52999999999997
1577,2688,145.54000000000002
1576,825,145.57
1575,571,145.58
1574,5000,145.59
1573,7158,145.62999999999997
1572,8633,145.66
1571,8263,145.69
1570,4982,145.72
1569,3888,145.72999999999996
1568,4112,145.75000000000003
1567,8471,145.76999999999998
1566,9565,145.77
1565,7613,145.77
1564,2244,145.81000000000006
1563,3361,145.82999999999998
1562,4525,145.83
1561,5511,145.85000000000002
1560,5465,145.85000000000002
1559,8608,145.91000000000003
1558,9057,145.93000000000004
1557,7216,145.94000000000003
1556,4246,145.96
1555,6976,145.97
1554,2423,145.97000000000006
1553,3409,146.13
1552,6897,146.13
1551,8169,146.14999999999998
1550,8800,146.14999999999998
1549,2829,146.14999999999998
1548,1245,146.21
1547,8216,146.24000000000004
1546,9473,146.26000000000002
1545,9655,146.26000000000002
1544,4397,146.31000000000003
1543,9746,146.33000000000004
1542,5526,146.35
1541,3547,146.37000000000003
1540,8841,146.42999999999998
1539,6163,146.43000000000004
1538,3872,146.48999999999998
1537,2664,146.49
1536,4012,146.5
1535,5819,146.52
1534,1222,146.53
1533,7777,146.57999999999998
1532,2742,146.59
1531,7798,146.61000000000004
1530,9460,146.62
1529,7229,146.65000000000003
1528,4566,146.67000000000002
1527,3787,146.68
1526,4741,146.75000000000003
1525,7792,146.81000000000003
1524,9546,146.82999999999998
1523,6293,146.89999999999995
1522,9541,146.9
1521,2279,146.93000000000004
1520,6862,146.96000000000004
1519,8574,147.06
1518,5804,147.07
1517,648,147.12
1516,7341,147.13000000000002
1515,1777,147.13000000000005
1514,9658,147.17000000000002
1513,6111,147.18
1512,2767,147.19
1511,7775,147.20999999999998
1510,4545,147.21000000000004
1509,4806,147.22000000000003
1508,6726,147.31000000000003
1507,8999,147.31999999999996
1506,1694,147.34
1505,9481,147.34000000000003
1504,5681,147.35
1503,5818,147.36
1502,8658,147.41
1501,8188,147.44
1500,1185,147.48000000000002
1499,8440,147.51999999999998
1498,3704,147.52
1497,7623,147.54
1496,6370,147.55999999999997
1495,4332,147.56
1494,7585,147.56
1493,8908,147.56000000000003
1492,6538,147.56000000000003
1491,6054,147.58
1490,2015,147.61
1489,8486,147.63000000000002
1488,5047,147.69000000000003
1487,6844,147.73
1486,4260,147.73
1485,1751,147.79000000000002
1484,1937,147.81
1483,7064,147.83000000000004
1482,1354,147.87000000000003
1481,7882,147.94
1480,6360,147.98999999999998
1479,7658,147.98999999999998
1478,8539,148.00000000000003
1477,9262,148.01
1476,129,148.04000000000002
1475,9663,148.05999999999997
1474,7326,148.06000000000003
1473,1556,148.08
1472,2731,148.18
1471,2804,148.21
1470,7740,148.22
1469,387,148.24
1468,9980,148.25000000000003
1467,3479,148.25000000000006
1466,4309,148.27
1465,7226,148.29999999999998
1464,3798,148.3
1463,5257,148.32
1462,8680,148.41
1461,8313,148.43000000000004
1460,5060,148.44
1459,8407,148.44000000000003
1458,2142,148.44000000000003
1457,1721,148.46
1456,422,148.48
1455,5424,148.60999999999999
1454,8907,148.61
1453,3292,148.63
1452,7888,148.67
1451,9336,148.67000000000002
1450,8896,148.68000000000004
1449,4372,148.70000000000002
1448,9484,148.73
1447,6183,148.82000000000002
1446,7753,148.84999999999997
1445,4286,148.85000000000002
1444,8709,148.85000000000002
1443,1963,148.85999999999996
1442,9848,148.85999999999999
1441,9016,148.89
1440,1544,148.9
1439,6890,148.94
1438,3746,148.95000000000002
1437,1127,148.96
1436,418,148.98000000000005
1435,9515,149.02
1434,8801,149.04000000000002
1433,4352,149.04999999999998
1432,9167,149.05000000000004
1431,4272,149.11999999999998
1430,8057,149.17000000000002
1429,2814,149.20000000000002
1428,8258,149.20999999999995
1427,9168,149.21000000000004
1426,7048,149.24000000000004
1425,2631,149.27000000000004
1424,5913,149.29
1423,305,149.29
1422,6998,149.29000000000002
1421,7234,149.40000000000003
1420,5980,149.42000000000004
1419,94,149.46000000000004
1418,9058,149.46999999999997
1417,2097,149.50000000000003
1416,7412,149.63000000000002
1415,4151,149.65
1414,6055,149.70999999999998
1413,2945,149.71
1412,415,149.77
1411,6204,149.8
1410,8677,149.81000000000003
1409,5598,149.82
1408,7710,149.82
1407,5825,149.82999999999996
1406,6870,149.88000000000002
1405,7569,149.95000000000005
1404,1462,150.00999999999996
1403,2502,150.02
1402,3942,150.04
1401,1010,150.05
1400,8479,150.06
1399,5391,150.07999999999998
1398,3345,150.09
1397,5024,150.09
1396,5295,150.12
1395,5303,150.15000000000003
1394,9723,150.16
1393,5307,150.17000000000002
1392,5659,150.21000000000004
1391,8202,150.21000000000004
1390,9802,150.22
1389,8804,150.25000000000003
1388,5563,150.26
1387,3330,150.26000000000002
1386,5922,150.30000000000004
1385,3129,150.33000000000004
1384,5774,150.45
1383,3869,150.45000000000002
1382,4921,150.55
1381,9890,150.55
1380,6120,150.63
1379,7967,150.65
1378,9156,150.74
1377,4166,150.76
1376,7645,150.79
1375,5326,150.79
1374,9502,150.88
1373,6528,150.89999999999998
1372,8289,150.95000000000002
1371,3360,150.97000000000003
1370,2382,150.99000000000004
1369,596,151.17000000000002
1368,7701,151.22000000000003
1367,1979,151.22000000000006
1366,5457,151.25
1365,9734,151.31000000000003
1364,8846,151.36999999999998
1363,7020,151.42
1362,5712,151.43000000000004
1361,9731,151.44999999999996
1360,1041,151.45999999999998
1359,1762,151.51999999999998
1358,542,151.54
1357,5419,151.54000000000002
1356,5629,151.56999999999996
1355,8305,151.59999999999997
1354,598,151.64999999999998
1353,9712,151.66
1352,3558,151.73000000000002
1351,2018,151.75
1350,8167,151.80000000000004
1349,6154,151.90000000000003
1348,485,151.95999999999995
1347,4799,151.96
1346,6669,151.98000000000002
1345,5036,152.01
1344,4660,152.03
1343,2935,152.06
1342,3368,152.06
1341,1129,152.06000000000003
1340,1634,152.08
1339,9295,152.1
1338,8873,152.10000000000002
1337,8469,152.10000000000002
1336,6968,152.15
1335,6639,152.18000000000004
1334,9235,152.21999999999997
1333,6677,152.23000000000005
1332,4983,152.24
1331,4018,152.33
1330,7055,152.36
1329,2918,152.38000000000002
1328,633,152.42999999999998
1327,9702,152.45000000000002
1326,2581,152.50000000000003
1325,6560,152.52
1324,6730,152.59
1323,3120,152.62
1322,8400,152.66999999999996
1321,8012,152.66999999999996
1320,5646,152.73
1319,8431,152.79
1318,7578,152.8
1317,5500,152.81
1316,3347,152.91
1315,5490,152.91000000000003
1314,1053,152.98
1313,3616,153.04000000000002
1312,5388,153.05
1311,6802,153.07999999999998
1310,9436,153.09
1309,945,153.09
1308,1393,153.09000000000003
1307,3432,153.19000000000003
1306,5410,153.21000000000004
1305,5107,153.30000000000004
1304,1320,153.32999999999998
1303,8200,153.35000000000002
1302,8445,153.35999999999999
1301,8802,153.41
1300,5714,153.46000000000004
1299,9459,153.48999999999998
1298,8875,153.53
1297,3587,153.58999999999997
1296,4989,153.62000000000003
1295,9780,153.65
1294,201,153.83
1293,1506,153.87000000000003
1292,219,153.9
1291,4822,153.91
1290,8287,153.93000000000004
1289,3102,153.95000000000002
1288,7886,153.98000000000002
1287,2958,154.02
1286,3625,154.07
1285,7011,154.08
1284,9530,154.1
1283,7767,154.16
1282,3490,154.21
1281,9378,154.26
1280,7206,154.28000000000003
1279,50,154.3
1278,3317,154.37
1277,5901,154.37000000000003
1276,6753,154.42
1275,9021,154.46000000000004
1274,9014,154.50000000000003
1273,4535,154.51000000000002
1272,1744,154.54
1271,1017,154.56000000000003
1270,5229,154.56000000000003
1269,773,154.64000000000001
1268,5053,154.70000000000002
1267,6450,154.71
1266,4301,154.79
1265,8660,154.80999999999997
1264,3136,154.89000000000001
1263,4584,154.90000000000003
1262,9451,154.91000000000005
1261,5607,154.93
1260,336,155.0
1259,8898,155.06000000000003
1258,7086,155.07999999999998
1257,5111,155.09000000000003
1256,301,155.17000000000002
1255,8418,155.17000000000002
1254,5241,155.20000000000002
1253,8748,155.22000000000003
1252,6687,155.26000000000005
1251,6418,155.28
1250,5732,155.38000000000002
1249,3729,155.53000000000003
1248,6498,155.57999999999998
1247,6116,155.61
1246,3703,155.61
1245,5190,155.63000000000002
1244,8056,155.67999999999998
1243,7047,155.76000000000002
1242,9264,155.77999999999997
1241,8179,155.78
1240,2219,155.79
1239,9874,155.81
1238,3447,155.93
1237,3738,155.94
1236,516,155.95
1235,4923,155.95
1234,9985,155.95000000000002
1233,8764,155.95000000000005
1232,7090,155.96
1231,7099,155.97
1230,3810,156.03000000000003
1229,8344,156.05999999999997
1228,4839,156.07000000000002
1227,4805,156.1
1226,8582,156.17000000000002
1225,7131,156.17000000000002
1224,9125,156.20000000000002
1223,1964,156.21999999999997
1222,7364,156.23
1221,4726,156.25000000000003
1220,5782,156.26999999999998
1219,9175,156.29000000000002
1218,6715,156.39000000000001
1217,9092,156.43
1216,4417,156.44
1215,7250,156.44
1214,9438,156.46
1213,8570,156.48
1212,7111,156.54999999999995
1211,6369,156.58
1210,133,156.60000000000002
1209,7952,156.61
1208,2872,156.61000000000004
1207,7212,156.74
1206,2450,156.81000000000003
1205,5433,156.81000000000003
1204,9124,156.86000000000004
1203,778,156.88
1202,3038,157.0
1201,9437,157.00000000000003
1200,1608,157.04000000000002
1199,7800,157.05999999999997
1198,2643,157.07999999999998
1197,9130,157.19000000000003
1196,9105,157.19999999999996
1195,3832,157.2
1194,1795,157.23000000000002
1193,3850,157.28999999999996
1192,6602,157.32999999999998
1191,7418,157.33
1190,4026,157.33
1189,8038,157.34
1188,6422,157.39000000000001
1187,2672,157.41
1186,7201,157.42
1185,6859,157.48999999999998
1184,562,157.5
1183,8045,157.65999999999997
1182,6834,157.68000000000004
1181,1210,157.69
1180,563,157.72
1179,2819,157.72000000000003
1178,2828,157.78
1177,2327,157.81
1176,7367,157.85000000000002
1175,2268,157.85999999999999
1174,3463,158.01
1173,3471,158.03999999999996
1172,9467,158.05
1171,5313,158.08
1170,4268,158.11
1169,8577,158.12000000000003
1168,6731,158.3
1167,5093,158.32000000000002
1166,128,158.36
1165,6334,158.47000000000003
1164,2406,158.54000000000002
1163,9346,158.57000000000002
1162,1293,158.60000000000005
1161,8134,158.64000000000001
1160,5081,158.66
1159,1232,158.66
1158,5431,158.75
1157,3177,158.78
1156,92,158.8
1155,6184,158.81000000000003
1154,7694,158.81000000000003
1153,1237,158.86999999999998
1152,6402,159.01000000000002
1151,9889,159.02
1150,2375,159.03
1149,8176,159.09
1148,8849,159.11
1147,9084,159.12999999999997
1146,6385,159.13
1145,9096,159.13000000000002
1144,8225,159.14
1143,6852,159.15
1142,2312,159.22
1141,4640,159.26000000000002
1140,8980,159.27
1139,6944,159.30999999999997
1138,3468,159.52
1137,7880,159.55
1136,534,159.57000000000002
1135,6237,159.70000000000002
1134,6140,159.70000000000005
1133,5728,159.74000000000004
1132,1514,159.75000000000006
1131,8772,159.78
1130,3677,159.84000000000003
1129,5891,159.96
1128,2209,159.98
1127,1726,160.08
1126,6727,160.09000000000003
1125,3964,160.19000000000003
1124,8276,160.27
1123,3808,160.29000000000002
1122,5976,160.34000000000003
1121,7001,160.38
1120,5513,160.42000000000002
1119,1702,160.44000000000003
1118,8696,160.48000000000002
1117,3005,160.53000000000003
1116,7606,160.58
1115,9800,160.59
1114,9223,160.65000000000006
1113,9520,160.66000000000003
1112,9050,160.72000000000003
1111,4485,160.74000000000004
1110,3441,160.8
1109,4934,160.85999999999999
1108,5817,160.87000000000003
1107,6703,160.97000000000003
1106,4730,161.00000000000003
1105,3342,161.01
1104,3908,161.02000000000004
1103,2978,161.03000000000006
1102,1662,161.04999999999998
1101,6733,161.08999999999997
1100,3084,161.14
1099,5389,161.16000000000003
1098,5934,161.22000000000006
1097,2183,161.23
1096,3522,161.29
1095,2226,161.30000000000004
1094,3296,161.33
1093,5809,161.35000000000002
1092,9963,161.39
1091,8975,161.41000000000003
1090,6093,161.46000000000004
1089,2981,161.47000000000003
1088,4010,161.47000000000003
1087,8708,161.49
1086,5477,161.57
1085,5531,161.60000000000002
1084,2885,161.60000000000002
1083,4314,161.62
1082,8720,161.63000000000002
1081,8803,161.71
1080,6559,161.72000000000003
1079,4924,161.75000000000003
1078,1351,161.76
1077,4639,161.86
1076,2816,161.88999999999996
1075,7985,161.90000000000003
1074,4774,161.94999999999996
1073,6348,161.97000000000003
1072,8756,161.97000000000003
1071,7414,162.0
1070,9457,162.03000000000003
1069,7074,162.03000000000003
1068,904,162.04000000000002
1067,9869,162.07000000000002
1066,7093,162.1
1065,3491,162.1
1064,3099,162.20000000000002
1063,8385,162.28
1062,5679,162.36
